relay_url,count
wss://bostr.nokotaro.com,73843
wss://nostr.mining.sc,73621
wss://global.relay.red,73496
wss://nostr.openhoofd.nl,73466
wss://nostr-2.zebedee.cloud,72903
wss://nostr.notribe.net,72739
wss://21ideas.nostr1.com,72715
wss://directory.yabu.me,72607
wss://nostr.randomdevelopment.biz,72320
wss://studio314.nostr1.com,72221
wss://nostr.lorentz.is,72124
wss://nostr-world.h3z.jp,72086
wss://nostr.gleeze.com,71947
wss://relay.stemstr.app,71933
wss://relay.valera.co,71767
wss://relay.nostrica.com,71737
wss://relay.verified-nostr.com,71717
wss://junxingwang.org,71696
wss://nostr.dakukitsune.ca,71678
wss://nostr.cahlen.org,71535
wss://nostr.screaminglife.io,71429
wss://dev-relay.kube.b-n.space,71406
wss://bostr.nokotaro.work,71359
wss://nostr.petrkr.net/strfry,71169
wss://nostr.yuv.al,70979
wss://bouncer.nostree.me,70909
wss://nostr.cro.social,70364
wss://nostr.koning-degraaf.nl,70360
wss://relay.devstr.org,70223
wss://relay.casualcrypto.date,70221
wss://multiplextr.coracle.social,70167
wss://spore.ws,70158
wss://nostr.zoel.network,70096
wss://wc1.current.ninja,69956
wss://relay.nostr.ai,69955
wss://nostr.bitcoinist.org,69661
wss://nostr.btc-library.com,69651
wss://bostr.online,69641
wss://relay.vanderwarker.family,69483
wss://countries.fiatjaf.com,69424
wss://cl.purplerelay.com,69356
wss://rly.bopln.com,69174
wss://nostr.21crypto.ch,69127
wss://relay.satoshidnc.com,69104
wss://relay.phantom-power.coracle.tools,69100
wss://relay.roli.social,69033
wss://nostr.dvdt.dev,68972
wss://nostr.pjv.me,68949
wss://nostrsatva.net,68370
wss://nostr.256k1.dev,68066
wss://n.wingu.se,67971
wss://carlos-cdb.top,67967
wss://rsslay.nostr.net,67829
wss://relay.artx.market,67679
wss://relay.hamnet.io,67654
wss://relay.bitcoinbarcelona.xyz,67614
wss://nostr.girino.org,67613
wss://nostr.openchain.fr,67575
wss://nostr.8777.ch,67559
wss://ca.orangepill.dev,67552
wss://nostr-relay.psfoundation.info,67504
wss://nostr.strits.dk,67406
wss://nostr.topeth.info,67368
wss://relay.nostrcn.com,67215
wss://relay.nimo.cash,67058
wss://relay.nostrology.org,66982
wss://relay.minibits.cash,66812
wss://fiatjaf.nostr1.com,66778
wss://nostr2.sanhauf.com,66592
wss://nostr.corebreach.com,66586
wss://nosflare.plebes.fans,66466
wss://th2.nostr.earnkrub.xyz,66431
wss://eosla.com,66228
wss://nostria.space,66204
wss://jp.purplerelay.com,66171
wss://relay.earthly.land,66136
wss://fiatjaf.com,66122
wss://nostramsterdam.vpx.moe,66103
wss://relay.nostr.hach.re,66048
wss://nostr.sats.li,65985
wss://nostr.self-determined.de,65914
wss://us.purplerelay.com,65837
wss://nostr.primz.org,65805
wss://xmr.ithurtswhenip.ee,65748
wss://lunchbox.sandwich.farm,65745
wss://nostr.ch3n2k.com,65737
wss://nostr.at,65734
wss://nostr.novacisko.cz,65647
wss://relay.nostr.jabber.ch,65539
wss://tw.purplerelay.com,65519
wss://inbox.nostr.wine,65451
wss://relay.geyser.fund,65450
wss://relayer.fiatjaf.com,65390
wss://relay.s3x.social,65266
wss://ragnar-relay.com,65228
wss://relay.gems.xyz,65071
wss://relay.dwadziesciajeden.pl,64987
wss://nostr.heavyrubberslave.com,64946
wss://nostr.kungfu-g.rip,64811
wss://nostril.cam,64693
wss://jingle.carlos-cdb.top,64562
wss://relay.causes.com,64545
wss://nostr3.daedaluslabs.io,64462
wss://relay.corpum.com,64445
wss://reactions.v0l.io,64432
wss://nostr.0x7e.xyz,64269
wss://relay.nostr.wf,64240
wss://relay.hawties.xyz,64216
wss://nostr.hexhex.online,64070
wss://history.nostr.watch,63906
wss://relay.nquiz.io,63774
wss://relay.nsec.app,63763
wss://nostr.lopp.social,63754
wss://relay.mattybs.lol,63696
wss://blowater.nostr1.com,63471
wss://chefstr.nostr1.com,63415
wss://nostr.gerbils.online,63306
wss://nostr.middling.mydns.jp,63253
wss://relay2.nostrasia.net,63241
wss://relay.ingwie.me,63221
wss://cache1.primal.net/v1,63102
wss://nostr.tavux.tech,63020
wss://staging.yabu.me,63013
wss://nostr2.daedaluslabs.io,63003
wss://relay.proxymana.net,62923
wss://nostr.myshosholoza.co.za,62871
wss://relay.nostrified.org,62844
wss://obiurgator.thewhall.com,62805
wss://beta.nostril.cam,62767
wss://nostr.psychoet.nexus,62680
wss://strfry.chatbett.de,62637
wss://relay.varke.eu,62626
wss://relay.oke.minds.io/nostr/v1/ws,62601
wss://relay.guggero.org,62569
wss://nostr.cx.ms,62456
wss://nostr1.daedaluslabs.io,62381
wss://rsslay.ch3n2k.com,62290
wss://zap.nostr1.com,62281
wss://ca.purplerelay.com,62263
wss://relay.staging.geyser.fund,62170
wss://relay.orangepill.ovh,62121
wss://nostr.stupleb.cc,61998
wss://nostr.kollider.xyz,61996
wss://nostr.fort-btc.club,61913
wss://nostr-dev.zbd.gg,61898
wss://relap.orzv.workers.dev,61868
wss://wbc.nostr1.com,61868
wss://nostr.ingwie.me,61783
wss://strfry.iris.to,61767
wss://nostr.app.runonflux.io,61497
wss://nsrelay.assilvestrar.club,61472
wss://nostrja-kari-nip50.heguro.com,61450
wss://nostr.heliodex.cf,61447
wss://nostr.jfischer.org,61348
wss://custom.fiatjaf.com,61321
wss://nostr.sebastix.social,61223
wss://nostr.reelnetwork.eu,61199
wss://relay.keychat.io,61185
wss://nostr.atitlan.io,61141
wss://gardn.nostr1.com,61114
wss://kr.purplerelay.com,61112
wss://nostr.spaceshell.xyz,61049
wss://datagrave.wild-vibes.ts.net/nostr,60987
wss://nostr.tools.global.id,60963
wss://nostr.se7enz.com,60894
wss://relay.moinsen.com,60883
wss://nostr.tbai.me:592,60863
wss://au.purplerelay.com,60857
wss://thenewregi.me/nostr,60575
wss://longhorn.bgp.rodeo,60558
wss://nostr.madco.me,60498
wss://freedomhub1.reelnetwork.eu,60485
wss://misskey.io,60462
wss://chorus.pjv.me,60393
wss://nostr.plantroon.com,60371
wss://tigs.nostr1.com,60352
wss://us.nostr.wine,60347
wss://nostrdevs.nostr1.com,60247
wss://relay.nostrosity.com,60222
wss://relay.roygbiv.guide,60194
wss://nostr.happytavern.co,59985
wss://nr.rosano.ca,59929
wss://relay.0v0.social,59891
wss://nostr.animeomake.com,59870
wss://relay.refinery.coracle.tools,59858
wss://dreamofthe90s.nostr1.com,59840
wss://relay.angor.io,59826
wss://sushi.ski,59816
wss://relay.nostr.sc,59813
wss://misskey.art,59809
wss://nostr.reckless.dev,59785
wss://nostr.skitso.business,59755
wss://relay.s-w.art,59691
wss://nostr.daedaluslabs.io,59556
wss://novoa.nagoya,59480
wss://feedstr.nostr1.com,59457
wss://support.nostr1.com,59452
wss://relay.satsdays.com,59450
wss://nostr.jaonoctus.dev,59419
wss://nostr.rubberdoll.cc,59414
wss://nostr.lifeonbtc.xyz,59307
wss://frjosh.nostr1.com,59295
wss://nostr.dmgd.monster,59266
wss://relay.nip05.social,59260
wss://nostr.t-rg.ws,59217
wss://nostr.searx.is,59184
wss://nostr.ussenterprise.xyz,59143
wss://submarin.online,59115
wss://nostr.sagaciousd.com,59106
wss://mm.suzuqi.com,59051
wss://pater.nostr1.com,59030
wss://relay.martien.io,58964
wss://relay.agorist.space,58934
wss://relay.gasteazi.net,58930
wss://rkgk.moe,58906
wss://relay.kamp.site,58876
wss://nostr.rocketnode.space,58855
wss://relay.zone667.com,58837
wss://nostr.drafted.pro,58809
wss://nostr-relay.cbrx.io,58780
wss://relay.nostpy.lol,58758
wss://nostr.manasiwibi.com,58735
wss://taipei.scarab.im,58727
wss://relay.usefusion.ai,58667
wss://hk.purplerelay.com,58606
wss://orangepiller.org,58571
wss://sg.qemura.xyz,58569
wss://merrcurrup.railway.app,58560
wss://relay.cxplay.org,58479
wss://relay.nostrocket.org,58476
wss://misskey.04.si,58399
wss://social.camph.net,58321
wss://nostr-relay.philipcristiano.com,58270
wss://nostr-relay.algotech.io,58260
wss://nostr.intrepid18.com,58172
wss://us.nostr.land,58119
wss://testnet.plebnet.dev/nostrrelay/1,58047
wss://nostr.dbtc.link,58030
wss://misskey.design,57922
wss://nostr.fbxl.net,57761
wss://nostr.a2x.pub,57704
wss://relay2.angor.io,57665
wss://node.coincreek.com/nostrclient/api/v1/relay,57655
wss://loli.church,57586
wss://nostr.btczh.tw,57561
wss://nostr.hashi.sbs,57534
wss://relaypag.es,57507
wss://cfrelay.haorendashu.workers.dev,57490
wss://relay.camelus.app,57363
wss://r314y.0xd43m0n.xyz,57311
wss://relay.13room.space,57203
wss://nostr.babyshark.win,57078
wss://bostr.lightningspore.com,57049
wss://relay.tagayasu.xyz,56955
wss://nostr.goldfigure.ai,56892
wss://nostr.hashbang.nl,56877
wss://relay.bostr.online,56667
wss://nosdrive.app/relay,56653
wss://nostr.azte.co,56639
wss://relay.cosmicbolt.net,56630
wss://privateisland.club,56622
wss://strfry.openhoofd.nl,56601
wss://relay.nostr.pro,56536
wss://auth.nostr1.com,56509
wss://nostr.overmind.lol,56462
wss://rss.nos.social,56407
wss://nostr.cloud.vinney.xyz,56169
wss://btc-italia.online,56169
wss://relay.benthecarman.com,55949
wss://atl.purplerelay.com,55378
wss://paid.relay.vanderwarker.family,55333
wss://relay.lax1dude.net,55329
wss://relay.nostrainsley.coracle.tools,55201
wss://primal-cache.mutinywallet.com/v1,55151
wss://relay.oh-happy-day.xyz,54645
wss://nostr.jatm.link,54556
wss://nostr.dlsouza.lol,54322
wss://nostr.uthark.com,54241
wss://nostr-1.nbo.angani.co,54020
wss://nostr.neilalexander.dev,53977
wss://cache0.primal.net/cache17,53973
wss://relay.fountain.fm,53966
wss://nostr.jcloud.es,53896
wss://nostr.brackrat.com,53884
wss://multiplexer.huszonegy.world,53819
wss://mastodon.cloud/api/v1/streaming,53737
wss://nostr.lecturify.net,53692
wss://nostr.extrabits.io,53561
wss://relay.highlighter.com,52928
wss://nostr.dodge.me.uk,52719
wss://lightning.benchodroff.com/nostrclient/api/v1/relay,52647
wss://expensive-relay.fiatjaf.com,52628
wss://relay.satlantis.io,52619
wss://nostr.huszonegy.world,52444
wss://moonboi.nostr1.com,52169
wss://relay.bitdevs.tw,51666
wss://nostr.delo.software,51654
wss://relay.test.nquiz.io,51596
wss://nostr.javi.space,51544
wss://notes.miguelalmodo.com,51403
wss://nostr.sudocarlos.com,51390
wss://nostr-relay.aapi.me,51278
wss://lnbits.aruku.kro.kr/nostrrelay/private,51167
wss://relay.rebelbase.site,51048
wss://relay.unknown.cloud,50605
wss://riray.nostr1.com,50576
wss://paid.no.str.cr,50411
wss://relay.wikifreedia.xyz,50245
wss://lnbits.michaelantonfischer.com/nostrrelay/michaelantonf,50149
wss://af.purplerelay.com,50058
wss://itchy-goldenrod-furconthophagus.scarab.im,49946
wss://relay-pub.deschooling.us,49945
wss://nostr.600.wtf,49870
wss://v1250.planz.io/nostr,49869
wss://damus.relay.center,49738
wss://nostr1.tunnelsats.com,49683
wss://milwaukie.nostr1.com,49521
wss://relay.strfront.com,49509
wss://nostr-relay.lnmarkets.com,48903
wss://nostr.kolbers.de,48643
wss://nfrelay.app,48409
wss://thecitadel.nostr1.com,48110
wss://unhostedwallet.com,47796
wss://core.btcmap.org/nostrrelay/relay,47633
wss://cfrelay.puhcho.workers.dev,47478
wss://relay.dolu.dev,47464
wss://nostr.uneu.net,46752
wss://nostr.fediverse.jp,46738
wss://la.relayable.org,46625
wss://ca.relayable.org,46404
wss://nostr.pailakapo.com,46360
wss://nostr.codingarena.top,46323
wss://merrcurr.up.railway.app,46130
wss://nostr.itsnebula.net,45788
wss://nostrrelay.stewlab.win,45732
wss://cryptowolf.nostr1.com,45720
wss://nostr.donky.social,45593
wss://nostr.kloudcover.com,45568
wss://kiwibuilders.nostr21.net,45500
wss://nostr.stubby.dev,45411
wss://relay.zhoushen929.com,45247
wss://pl.czas.xyz,45036
wss://kmc-nostr.amiunderwater.com,44975
wss://nostr-relay.digitalmob.ro,44953
wss://svjgceikshv.sylonet.io,44856
wss://nostrich.friendship.tw,44735
wss://relay.bitmapstr.io,44706
wss://bits.lnbc.sk/nostrclient/api/v1/relay,44462
wss://relay.ryzizub.com,44268
wss://relay.rootservers.eu,44164
wss://relay.sepiropht.me,44129
wss://avb.nostr1.com,44100
wss://relay.nostr.lighting,44093
wss://hayloo88.nostr1.com,43770
wss://ren.nostr1.com,43716
wss://relay.arrakis.lat,43713
wss://relay1.xfire.to,43711
wss://premis.one,43664
wss://lnbits.btconsulting.nl/nostrrelay/nostr,43609
wss://jiggytom.ddns.net,43591
wss://ivy.hnslogin.world,43360
wss://nostr.polonkai.eu,43298
wss://nostr.danvergara.com,43156
wss://relay.nostr.youlot.org,43031
wss://relay.staging.flashapp.me,42772
wss://nostr.thurk.org,42754
wss://nostr.libertasprimordium.com,42696
wss://relay.illuminodes.com,42666
wss://misskey.social,42501
wss://nostr.0x50.tech,42282
wss://misskey.takehi.to,42083
wss://nostr.holybea.com,41896
wss://free.nostr.lc,41789
wss://onchain.pub,41765
wss://relay.chicagoplebs.com,41718
wss://relay.braydon.com,41444
wss://btcpay.kukks.org/nostr/ws,41424
wss://nostr-pub1.southflorida.ninja,41362
wss://nostr.n-ti.me,41304
wss://au.relayable.org,41293
wss://libretechsystems.nostr1.com,41248
wss://relay.livefreebtc.dev,41157
wss://relay.honk.pw,40943
wss://relay.nostrassets.com,40890
wss://nostr.mikedilger.com,40722
wss://nostr.15b.blue,40512
wss://nostr.fractalized.net,40504
wss://relay.noderunners.network,40232
wss://relay.ohbe.me,40123
wss://relay.austrich.net,40092
wss://nostr.ser1.net,40025
wss://relay.johnnyasantos.com,39844
wss://relay.nostrich.cc,39744
wss://nostr.actn.io,39672
wss://relay.fanfares.io,39645
wss://prism.nostr1.com,39567
wss://nostr.cxplay.org,39499
wss://unostr.site,39417
wss://nostr-relay.sn-media.com,39394
wss://relay5.bitransfer.org,39250
wss://relay.azzamo.net,39208
wss://nostr.metamadeenah.com,39203
wss://nostr-relay.freeberty.net,39174
wss://030939.xyz,39044
wss://satellite.hzrd149.com,39039
wss://relay.zap.store,39024
wss://abcdefg20240104205400.xyz/v1/ws,38968
wss://relay.jerseyplebs.com,38750
wss://nostr.developer.li,38677
wss://nostr.schorsch.fans,38577
wss://nostr-2.afarazit.eu,38488
wss://island.nostr1.com,38371
wss://kadargo.zw.is,38346
wss://user.kindpag.es,38117
wss://nr.yay.so,38067
wss://nostr.kosmos.org,37953
wss://nostr.coincrowd.fund,37902
wss://relay.despera.space,37896
wss://bitcoinforthe.lol,37786
wss://dvms.f7z.io,37661
wss://teemie1-relay.duckdns.org,37563
wss://relay.twixy.app,37496
wss://nostr.shawnyeager.net,37460
wss://relay.sharegap.net,37349
wss://n3r.xyz,37288
wss://relay.mom,37285
wss://slime.church/relay,37172
wss://brisceaux.com,37144
wss://arc1.arcadelabs.co,36634
wss://relay.nostr.moctane.com,36559
wss://foolay.nostr.moe,36550
wss://relay.toastr.space,36549
wss://khatru-test.puhcho.me,36454
wss://relay.nostr.pt,36379
wss://blg.nostr.sx,36289
wss://noster.online,36205
wss://bostr.cx.ms,36182
wss://anon.computer,36039
wss://invillage-outvillage.com,36003
wss://marmot.nostr1.com,35684
wss://node01.nostress.cc,35560
wss://lnbits.papersats.io/nostrclient/api/v1/relay,35467
wss://no-str.org,35411
wss://nostr.gruntwerk.org,35397
wss://remnant.cloud,35307
wss://onlynotes.lol,35272
wss://oregonbitcoiners.com/relay,35266
wss://nostr.zkid.social,35191
wss://nostr.palandi.cloud,35099
wss://pablof7z.nostr1.com,35095
wss://relay.nostrss.re,35074
wss://lnbits.satoshibox.io/nostrclient/api/v1/relay,34758
wss://nostr.noderunners.network,34336
wss://lnbits.eldamar.icu/nostrrelay/relay,34150
wss://51.154.60.99:4848,34023
wss://nostrvista.aaroniumii.com,33758
wss://anthro.cc/relay,33712
wss://dev-relay.nostrassets.com,33695
wss://chorus.mikedilger.com:444,33674
wss://relay.nostr.scot,33631
wss://games.gamertron.net:4848,33626
wss://nostr3.actn.io,33617
wss://nostr.yuhr.org,33425
wss://nostr.klabo.blog,33398
wss://nostr.olwe.link,33209
wss://nostrasia.casa,33163
wss://relay.dev.bdw.to,32832
wss://fabian.nostr1.com,32745
wss://misskey.cloud,32741
wss://deno.blowater.app,32719
wss://relay.hrf.org,32708
wss://nostr.localhost.re,32567
wss://hivetalk.nostr1.com,32563
wss://mleku.nostr1.com,32534
wss://nostr.bitcoinvn.io,32508
wss://nostr.polyserv.xyz,32490
wss://dtonon.nostr1.com,32394
wss://nostr.dumango.com,32371
wss://orangesync.tech,32114
wss://test1.erbie.io,32095
wss://cl4.tnix.dev,32035
wss://eostagram.com,31974
wss://nostr.carroarmato0.be,31917
wss://student.chadpolytechnic.com,31880
wss://profiles.nostr1.com,31817
wss://relay.vengeful.eu,31809
wss://nostr-relay.puhcho.me,31802
wss://polnostr.xyz,31801
wss://verdade.us/relay,31799
wss://no.str.watch,31614
wss://nostr.zerofeerouting.com,31504
wss://relay.blackbyte.nl,31443
wss://r.hostr.cc,31344
wss://nostr.satstralia.com,31344
wss://192.99.46.112:4848,31261
wss://nostr.cybercan.click,31223
wss://relay.sincensura.org,31222
wss://nostr.asdf.mx,31206
wss://echo.websocket.org,31124
wss://nortis.nostr1.com,31118
wss://test.nfrelay.app,31066
wss://bugman.mguy.net:4848,31033
wss://nostr.blipme.app,31025
wss://nostr.pobblelabs.org,30920
wss://nostr.supremestack.xyz,30835
wss://africa.nostr.joburg,30832
wss://nostr.faust.duckdns.org,30817
wss://bouncer.rebelbase.social,30738
wss://misskey.systems,30733
wss://ovh.progserver.site:4848,30732
wss://nostr.1729.cloud,30649
wss://rs.nostr-x.com,30640
wss://nostr.frostr.xyz,30606
wss://bitcoindelta.club/relay,30592
wss://filter.stealth.wine/npub18kzz4lkdtc5n729kvfunxuz287uvu9f64ywhjz43ra482t2y5sks0mx5sz,30546
wss://relay.mymt.casa,30524
wss://nostr.zoz-serv.org,30507
wss://ovh2.progserver.site:4848,30465
wss://relay.sebdev.io,30462
wss://ditto.puhcho.me/relay,30434
wss://nerostr.girino.org,30430
wss://194.195.222.47:4848,30399
wss://nostr-relay.wyxcf.com:4848,30302
wss://relay.nostrasia.net,30302
wss://15.235.64.49:4848,30300
